SourceID,Publisher,Title,Revision,Publication date,Access date,Source class,Source note,Citation role,URL,Locator,Applicable grades,Access state,Access note,SHA256
S-SPECTRUM-en-tds-the-filament-pla-matte,Spectrum,TECHNICAL DATA SHEET THE FILAMENT PLA Matte,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_the_filament_pla_matte.pdf,Document / product page,G001-08,retrieved,Not applicable,6f2d1112b814d34adb989c85702b77b3171dddcf1725bb4836136ed002a2c01a
S-SPECTRUM-en-tds-the-filament-ht-pla,Spectrum,TECHNICAL DATA SHEET THE FILAMENT HT-PLA,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_the_filament_ht_pla.pdf,Document / product page,G001-09,retrieved,Not applicable,711dab3aa7d93671385898b7a517a420b93e238aa96178313d3df0f7e120ee82
S-SPECTRUM-en-tds-spectrum-pc-275,Spectrum,TECHNICAL DATA SHEET PC 275,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2023/10/en_tds_spectrum_pc_275.pdf,Document / product page,G035-03,retrieved,Not applicable,74a9b3212b9b141668f3096937f7f4ec32cb2ee36e526391baa85be9bbfe45ee
S-SPECTRUM-en-tds-spectrum-medical,Spectrum,TECHNICAL DATA SHEET ABS Medical,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2021/09/en_tds_spectrum_medical.pdf,Document / product page,G027-04,retrieved,Not applicable,7adefaab54cbc6773cff0098004544912cc529f9ad1c42f43745ad460d003d17
S-SPECTRUM-en-tds-spectrum-pla-magic-silk,Spectrum,TECHNICAL DATA SHEET PLA Magic SILK,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2024/10/en_tds_spectrum_pla_magic_silk.pdf,Document / product page,G008-03,retrieved,Not applicable,7ce946ce485ca98cab59b43a80681f59fb9f0c54cb67fd97dbb0b2eba2f96499
S-SPECTRUM-en-tds-spectrum-rpla,Spectrum,TECHNICAL DATA SHEET rPLA,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_rpla.pdf,Document / product page,G001-10,retrieved,Not applicable,83805712caaa36c5d35ca10a7a3f3b7ae2ab5a62eaaf9fcad3b47536faedb5d5
S-SPECTRUM-EN-TDS-Spectrum-ecoPET-9021,Spectrum,TECHNICAL DATA SHEET ecoPET 9021,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_ecoPET_9021.pdf,Document / product page,G066-02,retrieved,Not applicable,83d552de21a3b9c8646dae2464722a41476b76d6c74ee40baa7b799035097e33
S-SPECTRUM-en-tds-spectrum-petg-ptfe,Spectrum,TECHNICAL DATA SHEET PETG/PTFE,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/10/en_tds_spectrum_petg_ptfe.pdf,Document / product page,G109-01,retrieved,Not applicable,8405e74003dd0e727a12f186f0faef9fbfb6a7d2b9e08cea3a2b2869d348c920
S-SPECTRUM-en-tds-spectrum-pctg-gf10,Spectrum,TECHNICAL DATA SHEET PCTG GF10,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/10/en_tds_spectrum_pctg_gf10.pdf,Document / product page,G110-01,retrieved,Not applicable,8a231046d75a214dca54e2fc986c5a5c19582e7809f749968a20c1f69af17410
S-SPECTRUM-en-tds-spectrum-pa6-cf15,Spectrum,TECHNICAL DATA SHEET PA6 CF15,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_pa6_cf15.pdf,Document / product page,G050-04,retrieved,Not applicable,8a2d56f741386b401d9f54ce1687aef9734b4786ce826c3fc506c69da3d4ee67
S-SPECTRUM-eng-tds-the-filament-pla-hs,Spectrum,TECHNICAL DATA SHEET THE FILAMENT PLA HS,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2024/11/eng_tds_the_filament_pla_hs.pdf,Document / product page,G001-11,retrieved,Not applicable,8d530cad96c04319443e6027549b848f2f453913a9b87c996beca25c19debcc4
S-SPECTRUM-en-tds-the-filament-pla-lite,Spectrum,TECHNICAL DATA SHEET THE FILAMENT PLA Lite,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_the_filament_pla_lite.pdf,Document / product page,G001-12,retrieved,Not applicable,8fa22077366d10de72de1e678420bbdf2523e94e721d7269f73a624fa67b2dd9
S-SPECTRUM-en-tds-petg-matt,Spectrum,TECHNICAL DATA SHEET PET-G MATT,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_petg_matt.pdf,Document / product page,G020-09,retrieved,Not applicable,948680b68ccfc2b13df7784a6f608888a7321df11a5ac32275fa821cb7020892
S-SPECTRUM-en-tds-spectrum-sflex-85a,Spectrum,TECHNICAL DATA SHEET S-Flex 85A,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_sflex_85a.pdf,Document / product page,G039-07,retrieved,Not applicable,96f352388c4a037fc53f75f837c6d83b3127da2b279e9a08c80d57ecaf0940d0
S-SPECTRUM-eng-tds-the-filament-pla,Spectrum,TECHNICAL DATA SHEET THE FILAMENT PLA,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2024/11/eng_tds_the_filament_pla.pdf,Document / product page,G001-13,retrieved,Not applicable,97243eeeb2b039760dc5881a9b6c919b9dec995aff20b4738ce453ae1c0b381d
S-SPECTRUM-en-tds-spectrum-lw-pla-ultrafoam,Spectrum,TECHNICAL DATA SHEET LW-PLA UltraFoam,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_spectrum_lw-pla_ultrafoam.pdf,Document / product page,G017-02,retrieved,Not applicable,98ec8e394938a3c7918091e351c57b98992321ab7c074742a9460361217083b6
S-SPECTRUM-en-tds-spectrum-pa6-low-warp,Spectrum,TECHNICAL DATA SHEET PA6 Low Warp,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2021/09/en_tds_spectrum_pa6_low_warp.pdf,Document / product page,G049-03,retrieved,Not applicable,9b0714c1071e70da470968b169da07c308d84d830917d678f45db95f9e1b362a
S-SPECTRUM-en-tds-the-filament-asa,Spectrum,TECHNICAL DATA SHEET THE FILAMENT ASA,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_the_filament_asa.pdf,Document / product page,G031-04,retrieved,Not applicable,9b1d2b6fe9b73f1194400c1e4762231da1050072c11d1faf33f425669e8e16dd
S-SPECTRUM-en-tds-spectrum-smart-abs,Spectrum,TECHNICAL DATA SHEET Smart ABS,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_smart_abs.pdf,Document / product page,G027-05,retrieved,Not applicable,a54e9f88954811b94a3c343c2139398aa741ff7be7539e5fb6e01aae3adcc89a
S-SPECTRUM-en-tds-pa6-neat-nt,Spectrum,TECHNICAL DATA SHEET PA6 Neat NT,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_pa6_neat_nt.pdf,Document / product page,G049-04,retrieved,Not applicable,ab254b78131ce2eaab7395229a980820b0f8da215d97967cbac041577a5d5db9
S-SPECTRUM-eng-tds-the-filament-pla-cf,Spectrum,TECHNICAL DATA SHEET THE FILAMENT PLA CF,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2024/11/eng_tds_the_filament_pla_cf.pdf,Document / product page,G018-02,retrieved,Not applicable,b24fc8670ace9033123cbb93f6a7a7ec314bfd6c0a0ad389a8155eac9b857ac3
S-SPECTRUM-en-tds-spectrum-flameguard-pla,Spectrum,TECHNICAL DATA SHEET FlameGuard PLA,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2024/11/en_tds_spectrum_flameguard_pla.pdf,Document / product page,G001-14,retrieved,Not applicable,b8ba3dad7deb7b8e7ba691738339ebf4aaf18b93d8bbdcfa72ba6a8134625f32
S-SPECTRUM-en-tds-spectrum-pet-cf15,Spectrum,TECHNICAL DATA SHEET PET CF15,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_pet_cf15.pdf,Document / product page,G067-03,retrieved,Not applicable,bb0fb38b3a5ece83c151b61458a07eca9b9ea2dbe36782350eaf201266be4f31
S-SPECTRUM-en-tds-spectrum-lw-asa-ultrafoam,Spectrum,TECHNICAL DATA SHEET LW-ASA UltraFoam,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_spectrum_lw-asa_ultrafoam.pdf,Document / product page,G032-02,retrieved,Not applicable,bd748fc3e51a9e35fcd745e95fa663d959482c558a07ccfca1684eb9e22c784e
S-SPECTRUM-en-tds-spectrum-sflex-98a,Spectrum,TECHNICAL DATA SHEET S-Flex 98A,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_sflex_98a.pdf,Document / product page,G039-08,retrieved,Not applicable,bea252aae3c5ad47134a55822706787d51e141f3762baa742c17dd0ee12bc1e0
S-SPECTRUM-en-tds-spectrum-pla-conductive,Spectrum,TECHNICAL DATA SHEET PLA Conductive,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_spectrum_pla_conductive.pdf,Document / product page,G111-01,retrieved,Not applicable,bf38c474a2d2d60875656dec7e9adc0992d814396194791b6358d42621638e36
S-SPECTRUM-en-tds-spectrum-pc-ptfe,Spectrum,TECHNICAL DATA SHEET PC/PTFE,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2021/12/en_tds_spectrum_pc_ptfe.pdf,Document / product page,G112-01,retrieved,Not applicable,c21d545a064587166c9b5f3488ba3fcde30034a64d5d63dbf076ba975227d5dd
S-SPECTRUM-en-tds-the-filament-tpu-82a,Spectrum,TECHNICAL DATA SHEET THE FILAMENT TPU 82A,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_the_filament_tpu_82a.pdf,Document / product page,G039-09,retrieved,Not applicable,c7e3253662ad2bf515784569fd5fdb89918b856a731f4d6cba6701c65aabcc1f
S-SPECTRUM-eng-tds-the-filament-petg,Spectrum,TECHNICAL DATA SHEET THE FILAMENT PETG,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2024/11/eng_tds_the_filament_petg.pdf,Document / product page,G020-10,retrieved,Not applicable,ca9f0c4b9967115147a6740e1f718b181b79e854a9398fc48e4dde7f533f7ba1
S-SPECTRUM-en-tds-spectrum-rpetg,Spectrum,TECHNICAL DATA SHEET rPETG,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_rpetg.pdf,Document / product page,G020-11,retrieved,Not applicable,cb6c2d6805b7b66e71b4f52280f195f416e95b36b14aaf1bf2faab7ce6fcf9f3
S-SPECTRUM-eng-tds-the-filament-petg-cf,Spectrum,TECHNICAL DATA SHEET THE FILAMENT PETG CF,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2024/11/eng_tds_the_filament_petg_cf.pdf,Document / product page,G024-04,retrieved,Not applicable,de028fbd1c3f412286bbf785677d11e63c459b8b55b22c4ea31a26ed27e458f9
S-SPECTRUM-en-tds-spectrum-pla-carbon,Spectrum,TECHNICAL DATA SHEET PLA Carbon,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_pla_carbon.pdf,Document / product page,G018-03,retrieved,Not applicable,de5fa0f4262689e9f8a5cff81b5bfbd47d8b47ec9377549900709dc0e42ae091
S-SPECTRUM-en-tds-spectrum-pla-crystal,Spectrum,TECHNICAL DATA SHEET PLA Crystal,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2023/10/en_tds_spectrum_pla_crystal.pdf,Document / product page,G001-15,retrieved,Not applicable,e99d6b77e411efad865f18353fafc8715297be4751ef15b313d4bee270e2ff12
S-SPECTRUM-en-tds-spectrum-pla-pro,Spectrum,TECHNICAL DATA SHEET PLA Pro,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2021/07/en_tds_spectrum_pla_pro.pdf,Document / product page,G001-16,retrieved,Not applicable,ea2acdbdfe69089289cd32978628bff823989248331107059a40c55396f2796d
S-SPECTRUM-en-tds-spectrum-asa-kevlar,Spectrum,TECHNICAL DATA SHEET ASA Kevlar,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/10/en_tds_spectrum_asa_kevlar.pdf,Document / product page,G113-01,retrieved,Not applicable,f96ac4bf4e31ba151c4d7d3a5eb00c6714cb7ee619d0aa5981e12f8d1b4a8e5b
S-SPECTRUM-en-tds-spectrum-pla-pastello,Spectrum,TECHNICAL DATA SHEET Pastello PLA,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2023/10/en_tds_spectrum_pla_pastello.pdf,Document / product page,G001-17,retrieved,Not applicable,faa65d6bcebe36f70cd67bdce72a521f9f86cd93bb7e995d4bb8cfeb56b7d095
S-SPECTRUM-en-tds-spectrum-pp-42aa71,Spectrum,TECHNICAL DATA SHEET PP,Not published,Not published,2026-09-18,Manufacturer TDS,The maker's 2025 edition of its PP data sheet. It is a different document from the 2022 edition (S-SPECTRUM-en-tds-spectrum-pp) and both are published under the same file name.,cited,https://spectrumfilaments.com/wp-content/uploads/2025/11/en_tds_spectrum_pp.pdf,Document / product page,G082-03,retrieved,Not applicable,42aa71b93b904c2ca6fb90a5133b08e4f8f2e95ed75defb6d383f2c9875afdca
X-ECOMAX-ESD-TPC-92A-v3,3DXTECH,Technical Data Sheet: 3DXSTAT™ ESD-TPC (90A) 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://irp.cdn-website.com/8ecbc4ef/files/uploaded/ESD_TPC_92A_v3.pdf,Document / product page,G114-01,retrieved,Not applicable,00ae838bed4536925b9640fc0bcb87a7f7329c6eb49b93e0bbfd7e21e461930c
X-ECOMAX-3DXSTAT-ESD-PEKK-TDS,3DXTECH,Technical Data Sheet: 3DXSTAT™ ESD-PEKK 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXSTAT_ESD_PEKK_TDS.pdf?v=1723942764,Document / product page,G115-01,retrieved,Not applicable,056b5419f2dbc9d0cd24e9f7dccbd0dc290bf3fdc295cc7eea119e672e97b0dd
X-ECOMAX-3DXSTAT-ESD-PC-v3-TDS,3DXTECH,Technical Data Sheet: 3DXSTAT™ ESD-PC 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXSTAT_ESD_PC_v3_TDS.pdf?v=1723942765,Document / product page,G116-01,retrieved,Not applicable,06d9624d8452d6c20e8a8823e16d07f786d2a3ab8415951f1666b26c9690b4c1
X-ECOMAX-3DXSTAT-ESD-PLA-TDS-v3,3DXTECH,Technical Data Sheet: 3DXSTAT™ ESD-PLA 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXSTAT_ESD_PLA_TDS_v3.pdf?v=1723942764,Document / product page,G107-02,retrieved,Not applicable,10d6cff202f3cf5f5841ca116f094c81e26c3eb980c0dcc2c2bdb282db0deff2
X-ECOMAX-FIBREX-GF30-ULTEM-PEI-v1,3DXTECH,Technical Data Sheet: ThermaX™ PEI GF30 [Made using ULTEM™ PEI],Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/FIBREX_GF30_ULTEM_PEI_v1.pdf?v=1723992647,Document / product page,G117-01,retrieved,Not applicable,157b2bcc1e673d048dd0809c5fb1a33d45dce2041cb97197ef5d3b08b2d79417
X-ECOMAX-CarbonX-CF-PETG-TDS-v3,3DXTECH,Technical Data Sheet: CarbonX™ Carbon Fiber PETG 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_PETG_TDS_v3.pdf?v=1723942765,Document / product page,G024-05,retrieved,Not applicable,22783af9e285e8b060d020ab1111d9c3504f68ab4bd8230071cb3d9e68cb73bf
X-ECOMAX-ezPC-TDS-v01,3DXTECH,Technical Data Sheet: ezPC™ Polycarbonate 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/ezPC_TDS_v01.pdf?v=1723942769,Document / product page,G035-04,retrieved,Not applicable,2ebb8628d8e7acef2e7b271e4af8799590eb2ee500b8ad4cc191cbb19c8760e1
X-ECOMAX-3DXMAX-ABS-TDS-v3,3DXTECH,Technical Data Sheet: 3DXMAX® ABS 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXMAX_ABS_TDS_v3.pdf?v=1723942765,Document / product page,G027-06,retrieved,Not applicable,31b8080ee3e4f0b13b9307a35450536c055e430b8568215c0cb24c73335490a9
X-ECOMAX-CarbonX-CF-Ultem-TDS-v3,3DXTECH,Technical Data Sheet: CarbonX™ Carbon Fiber Ultem™ PEI 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_Ultem_TDS_v3.pdf?v=1723942765,Document / product page,G118-01,retrieved,Not applicable,327cd1dcf0940332a919702a85bdafbdd16d4be3bdbe2ad73e863f5b912f2c48
X-ECOMAX-ECOMAX-Tough-PLA-TDS-v1,3DXTECH,Technical Data Sheet: ECOMAX® Tough PLA 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/ECOMAX_Tough_PLA_TDS_v1.pdf?v=1723942767,Document / product page,G001-18,retrieved,Not applicable,57234e686be8dd59257761560e63b3ca10735105826d47a960426cd595d9cc5a
X-ECOMAX-CF-HTN-v1,3DXTECH,Tech Data Sheet CarbonX™ Carbon Fiber High Temp Nylon (HTN) 3D Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://irp.cdn-website.com/8ecbc4ef/files/uploaded/CF_HTN_v1.pdf,Document / product page,G070-05,retrieved,Not applicable,59c7908de7aa18f47bd753050671244cb6cf3cfb89ef7eb69da39294f5035ff3
X-ECOMAX-THERMAX-PEI-9085-TDS-v4,3DXTECH,Technical Data Sheet: ThermaX™ PEI [Made using ULTEM™ 9085],Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/THERMAX_PEI_9085_TDS_v4.pdf?v=1723942766,Document / product page,G099-03,retrieved,Not applicable,64ed61b4aa2e3e3000ee89b5ece8cba6e71fa56181c8418225d4d0b187097311
X-ECOMAX-CarbonX-CF-HTN-TDS-v2,3DXTECH,Tech Data Sheet CarbonX™ Carbon Fiber High Temp Nylon (HTN) 3D Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_HTN_TDS_v2.pdf?v=1723942768,Document / product page,G070-05,retrieved,Not applicable,667819cc231a94e0c4d534c2cf07f2b31a15ac9c19be49c3ceccea7f15eaff12
X-ECOMAX-3DXMAX-PCASA-TDS-v3,3DXTECH,Technical Data Sheet: 3DXMAX® PC/ASA 3D Printing Filament,Not published,Not published,2026-09-19,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXMAX_PCASA_TDS_v3.pdf?v=1723942763,Document / product page,G119-01,retrieved,Not applicable,66bef94a979f5cb761f65e3687213419bcc314241b64e277f4190e45de7c6d4b
