SourceID,Publisher,Title,Revision,Publication date,Access date,Source class,Source note,Citation role,URL,Locator,Applicable grades,Access state,Access note,SHA256
R-ARKEMA-PEBAX-CHEM,Arkema,Pebax – Chemical Resistance,"202305-017, © 2023",2023,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://hpp.arkema.com/files/live/sites/shared_arkema/files/downloads/HPP/product-brochures/Pebax%20Chem%20Res.pdf,"p. 1: Resistance to solvents table (grades 7233 to 2533; A little or no effect, B moderate effect, C severe effect)","Polymer-level environmental behaviour of PEBA (polymer_environment.csv); Pebax 7233, 7033, 6333, 5533, 4533, 4033, 3533, 2533",retrieved,Not applicable,de8aacf7d5c9aa141d2d7dd0657d627403a8edfcc89b400885c4b7bf961fae79
R-DOW-ELASTOMERS-CHEM,The Dow Chemical Company,"Chemical Resistance Guide: ENGAGE Polyolefin Elastomers, INFUSE Olefin Block Copolymers and VERSIFY Plastomers and Elastomers","Form No. 777-01501-0713X, July 2013",2013-07,2026-09-16,Resin supplier data sheet,Document hosted by Formerra.,cited,https://www.formerra.com/sites/default/files/2021-07/0901b803808e059f.pdf,"p. 2: Interpretation of chemical resistance tables and trends; p. 3: Table 1 (colour-coded ratings, not transcribed)",Polymer-level environmental behaviour of OBC (polymer_environment.csv); INFUSE 9107 and 9100 among the tested grades,retrieved,Not applicable,2524506e0da13bd3463b4350aeffc8603b2402fca4ec186da859ad28b392c3dd
R-KURARAY-POVAL-TDS,Kuraray Europe GmbH,"KURARAY POVAL, EXCEVAL, ELVANOL Technical Data Sheet",2026/07/15,2026-07-15,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://www.kuraray-poval.com/fileadmin/user_upload/KURARAY_POVAL/technical_information/grades_by_region/grades_poval/TDS-KURARAY_POVAL_TM_-EXCEVAL_TM_-ELVANOL_TM-ENGLISH.pdf,p. 7: Properties; p. 10: barrier properties (insolubility in organic solvents); p. 11: Storage,Polymer-level environmental behaviour of PVA (polymer_environment.csv); KURARAY POVAL polyvinyl alcohol grades,retrieved,Not applicable,b88fcd9a2d6d13dbedd700f8a742cdf12438a3442b4ab4099dc51b9758503ba6
R-KURARAY-MOWITAL-B-TDS,Kuraray Europe GmbH,Mowital B Technical Data Sheet,"Version 4.0, date of revision 23.07.2024",2024-07-23,2026-09-16,Resin supplier data sheet,Not applicable,cited,https://www.kuraray.com/content/dam/kuraray/jp/ja/products/mowital/TDS_Mowital_B-EN_0724_3.pdf,p. 2: Characteristics; p. 3: Preparation of solutions,Polymer-level environmental behaviour of PVB (polymer_environment.csv); Mowital B polyvinyl butyral grades,retrieved,Not applicable,c0d2c07de00e341e5af72611f9f7248825c875da52ca468f136f8942d19acee9
R-KURARAY-MOWIFLEX-3D2000-TDS,Kuraray Europe GmbH,MOWIFLEX 3D 2000 filament Technical data sheet,"© 2020 Kuraray Europe GmbH, 2020-01-22",2020-01-22,2026-09-16,Resin supplier data sheet,Document mirrored by WASP.,cited,https://www.3dwasp.shop/wp-content/uploads/2020/03/TDS_MOWIFLEX-3D-2000-filament.pdf,"p. 1: Characteristics, 3D printer settings; p. 2: Handling and storage, Dissolving",Polymer-level environmental behaviour of PVA (polymer_environment.csv); MOWIFLEX 3D 2000 polyvinyl alcohol support filament,retrieved,Not applicable,2a000d836cebfebbcedd6482b6744a98ef10b3f987462b3b6aa5490443892c28
R-MITSUBISHI-GPOLYMER-PAGE,Mitsubishi Chemical America,Nichigo G-Polymer (Vinyl Alcohol Copolymer),Not published,Not published,2026-09-16,Manufacturer product page or guide,The manufacturer's official product page.,cited,https://us.mitsubishi-chemical.com/product/nichigo-g-polymer/,Overview paragraph,Polymer-level environmental behaviour of BVOH (polymer_environment.csv); Nichigo G-Polymer butenediol vinyl alcohol copolymer,retrieved,Not applicable,cb022c8b3a4f3bb11fcbe267d20f79d87728c56c8657800354f74d2c705b2693
S-POLYCN-PolyLite-ABS-TDS-V5-3,Polymaker,PolyLite ABS Technical Data Sheet,V5.3,Not published,2026-09-17,Manufacturer TDS,Not applicable,cited,https://cdn.polymaker.com.cn/wp-content/uploads/lana-downloads/PolyLite_ABS_TDS_V5.3.pdf,p. 2: physical properties and chemical resistance; p. 3: thermal properties; p. 4: mechanical properties (X-Y and Z) and the printing guide; p. 5: how to make specimens,"G027-02 (Polymaker PolyLite ABS, the second ABS formulation)",retrieved-copy,Retrieved; owner-supplied copy hash-matched to the 2026-09-15 reading,3471ec2cb7244564bd7e64ccee2e49633f5a416958f0e8307be4a1607232dfac
S-POLYCN-PolyLite-ASA-TDS-V5-3,Polymaker,PolyLite ASA Technical Data Sheet,V5.3,Not published,2026-09-17,Manufacturer TDS,Not applicable,cited,https://cdn.polymaker.com.cn/wp-content/uploads/lana-downloads/PolyLite_ASA_TDS_V5.3.pdf,p. 2: physical properties and chemical resistance; p. 3: thermal properties; p. 4: mechanical properties (X-Y and Z) and the printing guide; p. 5: how to make specimens,"G031-02 (Polymaker PolyLite ASA, the second ASA formulation)",retrieved-copy,Retrieved; owner-supplied copy hash-matched to the 2026-09-15 reading,f51a4df921be2a531fe4870fcc9ef2c88c498522fecbde9490eca488635054a5
S-POLYCN-PolyLite-PC-TDS-V5-3,Polymaker,PolyLite PC Technical Data Sheet,V5.3,Not published,2026-09-17,Manufacturer TDS,Not applicable,cited,https://cdn.polymaker.com.cn/wp-content/uploads/lana-downloads/PolyLite_PC_TDS_V5.3.pdf,"p. 2: physical properties and chemical resistance; p. 3: thermal properties; p. 4: mechanical properties (X-Y and Z), the printing guide and the annealing recommendation; p. 5: how to make specimens","G035-02 (Polymaker PolyLite PC, the second PC formulation)",retrieved-copy,Retrieved; owner-supplied copy hash-matched to the 2026-09-15 reading,89097c63d3da49edfcfff88f0c5c1a0e24684997a55d539fe52bd45742e4404d
S-POLYCN-PolyMax-PC-FR-TDS-V5-1,Polymaker,PolyMax PC-FR Technical Data Sheet,V5.1,Not published,2026-09-17,Manufacturer TDS,Not applicable,cited,https://cdn.polymaker.com.cn/wp-content/uploads/lana-downloads/PolyMax_PC_FR_TDS_V5.1.pdf,"p. 2: physical properties, UL94 rating and chemical resistance; p. 3: thermal properties; p. 4: mechanical properties (X-Y and Z), the low-temperature impact row, the printing guide and the annealing recommendation; p. 6: how to make specimens","G036-02 (Polymaker PolyMax PC-FR, the second PC FR formulation)",retrieved-copy,Retrieved; owner-supplied copy hash-matched to the 2026-09-15 reading,2a0902b570748c80a189a0b25007ebdde1d1b62f04e846fbf54e84d96c7ce114
R-FIBERON-PETCF17-TDS,Polymaker,Fiberon PET-CF17 Technical Data Sheet,V1.0,Not published,2026-09-17,Manufacturer TDS,Published under Polymaker's Fiberon brand line.,cited,https://polymaker.com/wp-content/uploads/lana-downloads/TDS_FIBERON-PET-CF17_V1.0_EN.pdf,"p. 1 (single page): physical, thermal and mechanical properties, the moisture-absorption and HDT curves, the shrinkage test, the recommended printing conditions, the annealing note and how to make specimens","G067-02 (Fiberon PET-CF17, the second PET-CF formulation)",retrieved-copy,Retrieved; owner-supplied copy hash-matched to the 2026-09-15 reading,640a5ed487a8475805af3ecf387e942805182e263fdef5ebe0e5587a3e60a254
R-FIBERON-PETGRCF08-TDS,Polymaker,Fiberon PETG-rCF08 Technical Data Sheet,V1.0,Not published,2026-09-17,Manufacturer TDS,Published under Polymaker's Fiberon brand line.,cited,https://polymaker.com/wp-content/uploads/lana-downloads/TDS_FIBERON-PETG-rCF08_V1.0_EN.pdf,"p. 1 (single page): physical, thermal and mechanical properties, the moisture-absorption and HDT curves, the recommended printing conditions, the nozzle-wear and moisture notes and how to make specimens","G024-02 (Fiberon PETG-rCF08, the second PETG-CF formulation)",retrieved-copy,Retrieved; owner-supplied copy hash-matched to the 2026-09-15 reading,390680407162c21163e2a8d3ef1088ef2bfe86cf035a0b7041b8a7f45a94ce3e
R-FORWARDAM-PAHT-CF15-TDS-v4-0,BASF Forward AM,Technical Data Sheet for Ultrafuse PAHT CF15,Version No.: 4.0,2023-05-09,2026-09-17,Manufacturer TDS,Not applicable,cited,https://forward-am.com/wp-content/uploads/2024/10/Ultrafuse_PAHT_CF15_TDS_EN_v3.5-1.pdf,"p. 1: components, product description, storage and product safety; p. 2: filament and spool properties, the recommended and the as-tested print parameters, drying and support compatibility; p. 3: general and thermal properties, dry and conditioned; p. 4: mechanical and electrical properties, dried specimens, XY / XZ / ZX; p. 5: the same for conditioned specimens","G048-02 (BASF Ultrafuse PAHT CF15, the second PAHT-CF formulation)",retrieved-copy,Retrieved; owner-supplied copy hash-matched to the 2026-09-15 reading. The file is served at a v3.5-1 URL and prints Version No. 4.0,29bce0add561a20979c9d5bcefc7a4811e4ff827768fc679977c93b388cac34f
X-CarbonX-CF-ASA-TDS-v1,3DXTECH,Technical Data Sheet: CarbonX™ Carbon Fiber ASA 3D Printing Filament,TDS Rev 1.0,Not published,2026-09-17,Manufacturer TDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_ASA_TDS_v1.pdf,"p. 1 (single page): physical, mechanical, thermal and electrical properties, and the printed-specimen conditions","G033-02 (3DXTECH CarbonX CF ASA, the second ASA-CF formulation)",retrieved-copy,"Retrieved; owner-supplied copy, byte-identical to the file 3DXTECH serves at this URL",4a5b3b4189abb6a2374654531e7d2f8fa9cd82b5f61ae65d582864e58759d3eb
D-SIRAYA-Fibreheart-ABS-GF-TDS,Siraya Tech,Technical Data Sheet: Siraya Tech Fibreheart ABS-GF,Not published,Not published,2026-09-17,Manufacturer TDS,Not applicable,cited,https://drive.google.com/file/d/1f2ZP0RORUl6RalvYTG7vaFeEJBrTNoC2/view,"p. 1: product introduction and the summary chart; p. 2: mechanical, other and filament properties; pp. 3-4: the printing workflow","G028-02 (Siraya Tech Fibreheart ABS-GF, the second ABS-GF formulation)",retrieved-copy,"Retrieved; owner-supplied copy, byte-identical to the file linked from siraya.tech/pages/fibreheart-abs-gf-filament-tds",f9e7f812255ac13a520c0ff75593c741ce6e60fe8f903b7d9ad1067eec4601cc
D-SIRAYA-Fibreheart-PPA-TDS,Siraya Tech,Technical Data Sheet: Siraya Tech Fibreheart PPA,Not published,Not published,2026-09-17,Manufacturer TDS,Not applicable,cited,https://drive.google.com/file/d/1GaGVCDdMkTlow4lEnktYVjDoS5o5WAKU/view,"p. 2: mechanical properties; p. 3: other properties, including the dry and wet heat-deflection rows; pp. 4-5: the printing workflow","G069-02 (Siraya Tech Fibreheart PPA, the second PPA formulation)",retrieved-copy,"Retrieved; owner-supplied copy, byte-identical to the file linked from siraya.tech/pages/siraya-tech-fibreheart-ppa-filament-tds",2a7e1fe39bb4d35e3c86fa12ed7db5c67d2c753b9a32fa615d2ab184579c9d45
D-SIRAYA-Fibreheart-PPA-CF-TDS,Siraya Tech,Technical Data Sheet: Siraya Tech Fibreheart PPA-CF,Not published,Not published,2026-09-17,Manufacturer TDS,Not applicable,cited,https://drive.google.com/file/d/1PelrzkuSeJ9APBa451_7qJ3t_MMKJH9H/view,"p. 2: mechanical properties, unannealed and annealed; p. 3: other properties and the printing preparation; p. 4: the printing guide","G070-02 (Siraya Tech Fibreheart PPA-CF, a second PPA-CF formulation)",retrieved-copy,"Retrieved; owner-supplied copy, byte-identical to the file linked from siraya.tech/pages/siraya-tech-fibreheart-paht-cf-ppa-based-tds",6be1ce96d4674f5b82dcf113b386ee8017687581e88c73bdf99d0b88525ecc02
D-SIRAYA-Fibreheart-PPA-CF-Core-TDS,Siraya Tech,Technical Data Sheet: Siraya Tech Fibreheart PPA-CF Core,Not published,Not published,2026-09-17,Manufacturer TDS,Not applicable,cited,https://drive.google.com/file/d/1BtsXWum9kAZEWi0dbaha2eKUp5DRORhS/view,"p. 2: mechanical properties, unannealed and annealed; p. 3: other properties and the material specifications; p. 4: the printing preparation","G070-03 (Siraya Tech Fibreheart PPA-CF Core, a third PPA-CF formulation)",retrieved-copy,"Retrieved; owner-supplied copy, byte-identical to the file linked from siraya.tech/pages/siraya-tech-fibreheart-ppa-cf-core-tds",bc1acc67abe5686d16c9367a12ca3fcb256cc7d3f7a7c56d4242f7eb4e0f9a4d
D-SIRAYA-Fibreheart-PPA-GF-TDS,Siraya Tech,Fibreheart PPA-GF TDS for FDM printer,Not published,Not published,2026-09-17,Manufacturer TDS,"The publisher serves it as a web page, not a document.",cited,https://siraya.tech/pages/fibreheart-ppa-gf-tds,"p. 2: specifications, including filament density; p. 3: mechanical and other properties, unannealed and annealed; pp. 4-5: the printing workflow and the annealing recommendation","G071-02 (Siraya Tech Fibreheart PPA-GF, the second PPA-GF formulation)",retrieved-copy,"Retrieved; the publisher serves this TDS as a web page only. The cached document is the owner-supplied PDF rendering, whose values match the live page",5a2c215a17afb7e321277f53b7d729d3b0d1137bccd4b30ca70a5590e387ad15
D-RAISE3D-Industrial-PPA-CF-TDS-V2-0,Raise3D,Raise3D Industrial PPA CF Technical Data Sheet,Version 2.0,2022-04,2026-09-17,Manufacturer TDS,Not applicable,cited,https://s1.raise3d.com/2022/04/Raise3D-Industrial-PPA-CF_TDS-V21.pdf,"p. 1: product description and filament specifications, including heat deflection at both loads; p. 2: mechanical properties on conditioned specimens and the handling notes; p. 3: the testing specimen drawings","G070-04 (Raise3D Industrial PPA CF, a fourth PPA-CF formulation)",retrieved-copy,"Retrieved; owner-supplied copy, byte-identical to the file Raise3D serves at this URL",e68562eba591df9ac5b1fcf52de58e34152c289c7d529ac70797fca355322850
X-CarbonX-CF-ASA-SDS-v1-1,3DXTECH,Safety Data Sheet: CarbonX™ CF-ASA,V1.1,2022-08-01,2026-09-17,Manufacturer SDS,Not applicable,cited,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_ASA_SDS_v1.1.pdf,"p. 1: identification, hazards and composition; p. 2: fire, handling, storage and exposure controls; p. 3: stability, decomposition, disposal and transport",G033-02 (3DXTECH CarbonX CF ASA),retrieved,Not applicable,a5806c168de462d5ddbb144d08404422209d940caa256d8bcd3fd0c40839a2ff
D-RAISE3D-Industrial-PPA-CF-SDS-V1-2,Raise3D,Raise3D Industrial PPA CF Safety Data Sheet,Version 1.2,2023-02,2026-09-17,Manufacturer SDS,Not applicable,cited,https://s1.raise3d.com/2023/02/Raise3D-Industrial-PPA-CF_SDS_V1.2.pdf,p. 2: composition and information on ingredients; p. 4: handling and storage; p. 7: stability and reactivity; p. 9: disposal considerations,G070-04 (Raise3D Industrial PPA CF),retrieved,Not applicable,bf2ed4e2595c8225774f6d1d5dc2ab1e1b36254c7bb4155113ce176ba748ba0a
D-SIRAYA-Fibreheart-ABS-GF-SDS,Siraya Tech,Material Safety Data Sheet: Siraya Tech ABS-GF,Not published,Not published,2026-09-17,Manufacturer SDS,Not applicable,cited,https://drive.google.com/file/d/1fmW2wikLsuWH39cW6p6NCg_kPwikk_LV/view,"p. 2: composition and information on ingredients, and fire fighting measures; p. 3: safe handling and storage; p. 4: chemical stability and waste disposal",G028-02 (Siraya Tech Fibreheart ABS-GF),retrieved,"Retrieved; the currently-served revision, which differs from the copy the owner supplied",1cb7ada0a4e3e63f3dd0423fb69e5b5af78f9b817cba5b351edbe510489011b7
D-SIRAYA-Fibreheart-PPA-CF-SDS,Siraya Tech,Material Safety Data Sheet: Siraya Tech PAHT-CF,Not published,Not published,2026-09-17,Manufacturer SDS,Not applicable,cited,https://drive.google.com/file/d/1OiaxrW6QL_WKWPO6mBTX9f6EjZyiKBlB/view,"p. 2: composition and information on ingredients, and fire fighting measures; p. 3: safe handling and storage; p. 4: chemical stability and waste disposal",G070-02 (Siraya Tech Fibreheart PPA-CF),retrieved,"Retrieved; the currently-served revision, which differs from the copy the owner supplied",9962541a7bd28b7731fe067f0da0dd7d6c941183cd260e4118fe5e5771c8a43a
D-SIRAYA-Fibreheart-PPA-CF-Core-SDS,Siraya Tech,Material Safety Data Sheet: Siraya Tech PPA-CF Core,Not published,Not published,2026-09-17,Manufacturer SDS,Not applicable,cited,https://drive.google.com/file/d/1GvDXi7KEz8I19IJP71tESdB9vGS48xr_/view,"p. 2: composition and information on ingredients, and fire fighting measures; p. 3: safe handling and storage; p. 4: chemical stability and waste disposal",G070-03 (Siraya Tech Fibreheart PPA-CF Core),retrieved,"Retrieved; the currently-served revision, which differs from the copy the owner supplied",5a0c0285acd73f10fb88da7b1c95bb6b501f6e0000bf5bc5619c770957dff5c1
D-SIRAYA-Fibreheart-PPA-GF-SDS,Siraya Tech,Material Safety Data Sheet: Siraya Tech PPA-GF,Not published,Not published,2026-09-17,Manufacturer SDS,Not applicable,cited,https://drive.google.com/file/d/1M8Z-Ylnh9c9vY86NZx39tXCFKJoLirlJ/view,"p. 2: composition and information on ingredients, and fire fighting measures; p. 3: safe handling and storage; p. 4: chemical stability and waste disposal",G071-02 (Siraya Tech Fibreheart PPA-GF),retrieved,"Retrieved; the currently-served revision, which differs from the copy the owner supplied",9397bea4de94af9a178d5ade8d633f4e8e13a1bc07a6475a480bde1762b8a691
S-SPECTRUM-en-tds-spectrum-petg-premium,Spectrum,TECHNICAL DATA SHEET PET-G Premium,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_petg_premium.pdf,Document / product page,G020-04,retrieved,Not applicable,0cd5bbc520700a69e26d64a151293df170b4c127002f5b0b53661ce4495f89b7
S-SPECTRUM-en-tds-the-filament-asa-cf,Spectrum,TECHNICAL DATA SHEET THE FILAMENT ASA CF,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_the_filament_asa_cf.pdf,Document / product page,G033-03,retrieved,Not applicable,10d2fcf57c6c3c643170c487acf77a11ca2c68063d1f1482ada1f96f4de789bf
S-SPECTRUM-en-tds-spectrum-pp,Spectrum,TECHNICAL DATA SHEET PP,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_pp.pdf,Document / product page,G082-03,retrieved,Not applicable,13f9c367399140b0176092d6d96ed4961b45bae7d77913e22cc3a1cdbbef6f0a
S-SPECTRUM-en-tds-petg-frv0,Spectrum,TECHNICAL DATA SHEET PET-G FR V0,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_petg_frv0.pdf,Document / product page,G020-05,retrieved,Not applicable,211e4808926d01ad6498cc2f429956f4ae0bf57b78e739365ab83c18246d5cb1
S-SPECTRUM-en-tds-spectrum-pla-tough,Spectrum,TECHNICAL DATA SHEET PLA Tough,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_pla_tough.pdf,Document / product page,G001-04,retrieved,Not applicable,23131d74fa4760eab9f6d028130986850de6039bfd3dcb7e5177c2d42e276204
S-SPECTRUM-en-tds-spectrum-petg-carbon,Spectrum,TECHNICAL DATA SHEET PET-G Carbon,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2021/09/en_tds_spectrum_petg_carbon.pdf,Document / product page,G024-03,retrieved,Not applicable,234315e55313e4a63360ec47cce24ffaee7e5ba64eba7441f01f9ed3e912f1ea
S-SPECTRUM-en-tds-spectrum-high-speed,Spectrum,TECHNICAL DATA SHEET PLA High Speed,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2024/05/en_tds_spectrum_high_speed.pdf,Document / product page,G001-05,retrieved,Not applicable,2a0ad4bb85ee545846cf5eded739c9fd9e14a7236adbf6aae159bc8cf88c4d87
S-SPECTRUM-en-tds-the-filament-petg-lite,Spectrum,TECHNICAL DATA SHEET THE FILAMENT PETG Lite,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_the_filament_petg_lite.pdf,Document / product page,G020-06,retrieved,Not applicable,2ba717ae194fcb8f5cc552e96a7c39c7fca93bdc7831ad9058f87513416b8bef
S-SPECTRUM-en-tds-spectrum-pa6-low-warp-gf30,Spectrum,TECHNICAL DATA SHEET PA6 Low Warp GF30,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/10/en_tds_spectrum_pa6_low_warp_gf30.pdf,Document / product page,G051-04,retrieved,Not applicable,305887dac7d7924ea2d05d282cb83f6a622c40b0053d05f9900c05078ff5030a
S-SPECTRUM-en-tds-spectrum-pa6-low-warp-cf15s,Spectrum,TECHNICAL DATA SHEET PA6 Low Warp CF15S,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/10/en_tds_spectrum_pa6_low_warp_cf15s.pdf,Document / product page,G050-03,retrieved,Not applicable,32ab1078b68ab34b597f7fb3f959acbd3ef143170de09b13a4b11c027aa69134
S-SPECTRUM-en-tds-spectrum-pa6-cs20-frv0,Spectrum,TECHNICAL DATA SHEET PA6 CS20 FR V0,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2021/12/en_tds_spectrum_pa6_cs20_frv0.pdf,Document / product page,G104-01,retrieved,Not applicable,1a6aad212c4ed8358515bb4ac1491292d22f9b245648e67663e2a76f0545c0a7
S-SPECTRUM-en-tds-spectrum-sflex-90a,Spectrum,TECHNICAL DATA SHEET S-Flex 90A,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_sflex_90a.pdf,Document / product page,G039-04,retrieved,Not applicable,1fb3b3d12ebf0c08b15978b0c53056909731dfc75aa90cc479ba38f8499d1338
S-SPECTRUM-en-tds-spectrum-asa-conductive,Spectrum,TECHNICAL DATA SHEET ASA Conductive,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_spectrum_asa_conductive.pdf,Document / product page,G105-01,retrieved,Not applicable,1fba88b90bf4990299ebc527ee590dc6d4bcdc2f07191bd9bb7cdbd2001ea0dc
S-SPECTRUM-en-tds-spectrum-abs-kevlar,Spectrum,TECHNICAL DATA SHEET ABS Kevlar,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2021/12/en_tds_spectrum_abs_kevlar.pdf,Document / product page,G106-01,retrieved,Not applicable,30479e7db3a8077025d8eb967b01c995033410ac4bd59abf614043cea9f38d0c
S-SPECTRUM-en-tds-the-filament-tpu-95a,Spectrum,TECHNICAL DATA SHEET THE FILAMENT TPU 95A,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_the_filament_tpu_95a.pdf,Document / product page,G039-05,retrieved,Not applicable,34e9dcf9d2bf47068044f087156fd6059b038d4852348f6808b1884626786347
S-SPECTRUM-en-tds-spectrum-pla-matt,Spectrum,TECHNICAL DATA SHEET PLA Matt,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_pla_matt.pdf,Document / product page,G001-06,retrieved,Not applicable,4452c7c18116240731d19344d0f2b634df1d8dbf72c08dee58b913373a7d93b3
S-SPECTRUM-en-tds-spectrum-pla-huracan,Spectrum,TECHNICAL DATA SHEET Huracan PLA,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2023/11/en_tds_spectrum_pla_huracan.pdf,Document / product page,G001-07,retrieved,Not applicable,45c6c6fe967a6d68666f642fd00f422b563ee65ac7545767e0e31046deb9bcb8
S-SPECTRUM-en-tds-spectrum-abs-gp450,Spectrum,TECHNICAL DATA SHEET ABS GP450,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2021/09/en_tds_spectrum_abs_gp450.pdf,Document / product page,G027-03,retrieved,Not applicable,4a15be1725d7f9574a622b0a8e301d38b021c52250bbfe1ac808a9bb5f454135
S-SPECTRUM-en-tds-spectrum-asa-275,Spectrum,TECHNICAL DATA SHEET ASA 275,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_asa_275.pdf,Document / product page,G031-03,retrieved,Not applicable,4a4c4479cf013c15c7f227d70317281980af5e95aaf522571979d6006a31af93
S-SPECTRUM-en-tds-spectrum-pla-esd,Spectrum,TECHNICAL DATA SHEET PLA ESD,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/11/en_tds_spectrum_pla_esd.pdf,Document / product page,G107-01,retrieved,Not applicable,4d3090c0aaacb822216300c6544d45fe33200474f125df1918cf4e6eb6cfc724
S-SPECTRUM-en-tds-the-filament-tpu-87a,Spectrum,TECHNICAL DATA SHEET THE FILAMENT TPU 87A,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2025/09/en_tds_the_filament_tpu_87a.pdf,Document / product page,G039-06,retrieved,Not applicable,505ff22b3cea4785bdda237f567100aee2f6cb446fb6c5b36a0ad825ecf9d82a
S-SPECTRUM-en-tds-spectrum-asax-cf10,Spectrum,TECHNICAL DATA SHEET ASA-X CF10,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/10/en_tds_spectrum_asax_cf10.pdf,Document / product page,G033-04,retrieved,Not applicable,52a4ad4d7a612cf679dfb0c532bc33a8f195e15ba03868e4e65626c7942ca531
S-SPECTRUM-en-tds-spectrum-petg-premium-high-speed,Spectrum,TECHNICAL DATA SHEET PET-G Premium High Speed,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2024/11/en_tds_spectrum_petg_premium_high_speed.pdf,Document / product page,G020-07,retrieved,Not applicable,544e5a854b53acaf990b3eb130dc715215b4d40ffee3144cd783df32011cd016
S-SPECTRUM-EN-TDS-Spectrum-LW-PLA-UltraFoam,Spectrum,TECHNICAL DATA SHEET LW-PLA UltraFoam,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_LW-PLA-UltraFoam.pdf,Document / product page,G017-02,retrieved,Not applicable,559c536081e1dd4921e3e37680bfa02394df2af833e3f2c5c97e2b99c2dc5df4
S-SPECTRUM-en-tds-spectrum-petg-ht100,Spectrum,TECHNICAL DATA SHEET PET-G HT100,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_petg_ht100.pdf,Document / product page,G020-08,retrieved,Not applicable,596df17233fa8273c74c0bd8da1b7e154bdf8fbb1760b6b9f4379976bf600df1
S-SPECTRUM-en-tds-spectrum-pa6-gk10,Spectrum,TECHNICAL DATA SHEET PA6 GK10,Not published,Not published,2026-09-18,Manufacturer TDS,Not applicable,cited,https://spectrumfilaments.com/wp-content/uploads/2022/05/en_tds_spectrum_pa6_gk10.pdf,Document / product page,G108-01,retrieved,Not applicable,6785f330586285db8a859bdca7605a312336038ac4974d504abca352db491b98
