check,level,severity,materialId,material,gradeId,measurementIds,property,value,expected,sourceId,locator,detail
C6-hdt-estimate-near-tm-unfilled,estimate,low,M085,PE,G085-01,,hdt045,plausible 45.7-134 °C,< Tm 132 - 15 °C for an unfilled printed bar,,,the model caps heat deflection only at Tm (sd 6 °C); an unfilled bar does not deflect within 15 °C of melting
C7-slow-crystalliser-converted-as-semicrystalline,estimate,medium,M066,PET,G066-01,V001762,hdt045,HDT 1.8 semi-unfilled: 65.7 -> 96.5 °C,PET prints largely amorphous unless annealed: use the amorphous gap (≈ +5 °C) for as-printed values,,,"estimate centre 89.7, likely 71.2-109"
C7-slow-crystalliser-converted-as-semicrystalline,estimate,medium,M076,BVOH,G076-01,V001424,hdt045,Vicat semi-unfilled: 90 -> 51 °C,BVOH prints largely amorphous unless annealed: use the amorphous gap (≈ +5 °C) for as-printed values,,,"estimate centre 81.9, likely 54.7-117"
C8-implied-bound-not-a-bound,screening,high,M001,PLA,G001-03,V000039,tensileStrengthXY,veto at >= 110.3 MPa (Tensile strength (endpoint unspecified) 110.3),"a lower bound must describe a printed, dry, as-printed bar",I-PLA-TDS,p. 1: Tensile Strength MD,film specimen (oriented ASTM D882 film is several times stronger than a printed bar)
C8-implied-bound-not-a-bound,screening,high,M001,PLA,G001-03,V002179,tensileStrengthXY,veto at >= 144.7 MPa (Tensile strength (endpoint unspecified) 144.7),"a lower bound must describe a printed, dry, as-printed bar",I-PLA-TDS,p. 1: Tensile Strength TD,film specimen (oriented ASTM D882 film is several times stronger than a printed bar)
C8-implied-bound-not-a-bound,screening,medium,M020,PETG,G020-03,V000414,tensileStrengthXY,veto at >= 53 MPa (Tensile strength (endpoint unspecified) 53),"a lower bound must describe a printed, dry, as-printed bar",I-PETG-TDS,p. 1: Tensile Strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M020,PETG,G020-03,V002183,tensileStrengthXY,veto at >= 19 MPa (Tensile break strength 19),"a lower bound must describe a printed, dry, as-printed bar",I-PETG-TDS,p. 1: Stress at Break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M026,PETG-ESD,G026-03,V000536,tensileStrengthXY,veto at >= 26 MPa (Tensile yield strength 26),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-petg-esd,p. 1: Tensile Stress at Yield,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M026,PETG-ESD,G026-03,V000537,tensileStrengthXY,veto at >= 48 MPa (Tensile break strength 48),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-petg-esd,p. 1: Tensile Stress at Break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M029,ABS-CF,G029-02,V002170,tensileStrengthXY,veto at >= 48 MPa (Tensile break strength 48),"a lower bound must describe a printed, dry, as-printed bar",I-CF-ABS-TDS,"p. 1: Tensile Strength, Break",specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M030,ABS-ESD,G030-02,V000606,tensileStrengthXY,veto at >= 19.54 MPa (Tensile strength (endpoint unspecified) 19.38),"a lower bound must describe a printed, dry, as-printed bar",I-ESD-ABS-TDS,p. 1: Tensile Strength(Z),specimen not stated (a moulded bar is stronger and more ductile than a printed one); uses the top of the ± interval (19.54) rather than the value 19.38
C8-implied-bound-not-a-bound,screening,medium,M030,ABS-ESD,G030-02,V002186,tensileStrengthXY,veto at >= 34.16 MPa (Tensile break strength 34),"a lower bound must describe a printed, dry, as-printed bar",I-ESD-ABS-TDS,p. 1: Tensile Breaking Strength (X-Y),specimen not stated (a moulded bar is stronger and more ductile than a printed one); uses the top of the ± interval (34.16) rather than the value 34
C8-implied-bound-not-a-bound,screening,medium,M037,PC-CF,G037-02,V000728,tensileStrengthXY,veto at >= 76 MPa (Tensile yield strength 76),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pc-cf,p. 1: Tensile Strength at Yield*,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M037,PC-CF,G037-03,V000736,tensileStrengthXY,veto at >= 58 MPa (Tensile strength (endpoint unspecified) 58),"a lower bound must describe a printed, dry, as-printed bar",I-PC-CF-TDS,p. 1: Tensile,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M039,TPU,G039-02,V000756,tensileStrengthXY,veto at >= 8.6 MPa (Tensile yield strength 8.6),"a lower bound must describe a printed, dry, as-printed bar",I-TPU-TDS,p. 1: Tensile Stress at Yield,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M039,TPU,G039-02,V000757,tensileStrengthXY,veto at >= 39 MPa (Tensile break strength 39),"a lower bound must describe a printed, dry, as-printed bar",I-TPU-TDS,p. 1: Tensile Stress at Break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M039,TPU,G039-02,V000766,hdt045,veto at >= 49 °C (HDT 49),"a lower bound must describe a printed, dry, as-printed bar",I-TPU-TDS,p. 1: Heat Deflection (HDT),specimen not stated (a moulded semicrystalline bar deflects far later)
C8-implied-bound-not-a-bound,screening,medium,M045,PEBA,G045-01,V000839,tensileStrengthXY,veto at >= 30 MPa (Tensile strength (endpoint unspecified) 30),"a lower bound must describe a printed, dry, as-printed bar",S-PEBA-PEBA90A-TDS-en,p. 1: Tensile Strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M045,PEBA,G045-01,V000843,tensileStrengthXY,veto at >= 7.5 MPa (Tensile strength (endpoint unspecified) 7.5),"a lower bound must describe a printed, dry, as-printed bar",S-PEBA-PEBA90A-TDS-en,p. 1: Tensile Strength (Z-axis),specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M045,PEBA,G045-03,V001892,tensileStrengthXY,veto at >= 32.8 MPa (Tensile strength (endpoint unspecified) 32.8),"a lower bound must describe a printed, dry, as-printed bar",R-KIMYA-PEBA-S-TDS,Mechanical data: Tensile strength (endpoint unspecified),specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M045,PEBA,G045-03,V001894,tensileStrengthXY,veto at >= 32.3 MPa (Tensile break strength 32.3),"a lower bound must describe a printed, dry, as-printed bar",R-KIMYA-PEBA-S-TDS,Mechanical data: Tensile break strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M045,PEBA,G045-01,V002166,tensileStrengthXY,veto at >= 16.5 MPa (Tensile strength (endpoint unspecified) 16.5),"a lower bound must describe a printed, dry, as-printed bar",S-PEBA-PEBA90A-TDS-en,p. 1: Tensile Strength (XY-axis),specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M049,PA6,G049-01,V000919,tensileStrengthXY,veto at >= 78 MPa (Tensile strength (endpoint unspecified) 78),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,"p. 1: Tensile strength (dry, at 50 mm/min)",specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M049,PA6,G049-01,V000920,elongationXY,veto at >= 4.4 % (Tensile strain at strength 4.4),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,"p. 1: Elongation at max. force (dry, at 50 mm/min)",specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M049,PA6,G049-01,V002079,hdt045,veto at >= 90 °C (HDT 90),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pa6-neat-bk,p. 1: Heat distortion temperature (HDT A),specimen not stated (a moulded semicrystalline bar deflects far later)
C8-implied-bound-not-a-bound,screening,medium,M053,PA12-CF,G053-03,V001002,tensileStrengthXY,veto at >= 125 MPa (Tensile break strength 125),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pa12-cf15,p. 1: Tensile Stress at Break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M064,PA-ESD,G064-01,V001201,tensileStrengthXY,veto at >= 68 MPa (Tensile break strength 68),"a lower bound must describe a printed, dry, as-printed bar",X-3DXSTAT-ESD-PA12-TDS-v1,"p. 1: Tensile Strength, Break",specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M064,PA-ESD,G064-01,V001203,elongationXY,veto at >= 3.8 % (Elongation at break 3.8),"a lower bound must describe a printed, dry, as-printed bar",X-3DXSTAT-ESD-PA12-TDS-v1,"p. 1: Tensile Elongation, Break",specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M066,PET,G066-01,V001755,tensileStrengthXY,veto at >= 59.4 MPa (Tensile yield strength 59.4),"a lower bound must describe a printed, dry, as-printed bar",S-PET-TDS,p. 1: Tensile yield strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M066,PET,G066-01,V001756,tensileStrengthXY,veto at >= 54.3 MPa (Tensile break strength 54.3),"a lower bound must describe a printed, dry, as-printed bar",S-PET-TDS,p. 1: Tensile break strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M066,PET,G066-01,V001758,elongationXY,veto at >= 2.9 % (Elongation at yield 2.9),"a lower bound must describe a printed, dry, as-printed bar",S-PET-TDS,p. 1: Elongation at yield,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M066,PET,G066-01,V001759,elongationXY,veto at >= 5.2 % (Elongation at break 5.2),"a lower bound must describe a printed, dry, as-printed bar",S-PET-TDS,p. 1: Elongation at break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M066,PET,G066-01,V001762,hdt045,veto at >= 65.7 °C (HDT 65.7),"a lower bound must describe a printed, dry, as-printed bar",S-PET-TDS,p. 1: HDT,specimen not stated (a moulded semicrystalline bar deflects far later)
C8-implied-bound-not-a-bound,screening,medium,M076,BVOH,G076-01,V001419,tensileStrengthXY,veto at >= 34 MPa (Tensile strength (endpoint unspecified) 34),"a lower bound must describe a printed, dry, as-printed bar",S-BVOH,p. 2: Tensile Strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M076,BVOH,G076-01,V001421,elongationXY,veto at >= 9 % (Elongation at break 9),"a lower bound must describe a printed, dry, as-printed bar",S-BVOH,p. 2: Elongation at Break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M081,HIPS,G081-02,V001479,tensileStrengthXY,veto at >= 16 MPa (Tensile yield strength 16),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-hipsx,p. 1: Tensile Stress at Yield,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M081,HIPS,G081-02,V001480,tensileStrengthXY,veto at >= 16 MPa (Tensile break strength 16),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-hipsx,p. 1: Tensile Stress at Break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M082,PP,G082-02,V002054,tensileStrengthXY,veto at >= 13.9 MPa (Tensile strength (endpoint unspecified) 13.9),"a lower bound must describe a printed, dry, as-printed bar",I-PP-TDS,p. 1: Tensile Strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M085,PE,G085-01,V001517,tensileStrengthXY,veto at >= 29 MPa (Tensile break strength 29),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-hdpe,p. 1: Tensile stress at break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M085,PE,G085-01,V001518,elongationXY,veto at >= 18 % (Elongation at break 18),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-hdpe,p. 1: Elongation at break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M086,OBC,G086-01,V001685,tensileStrengthXY,veto at >= 14 MPa (Tensile yield strength 14),"a lower bound must describe a printed, dry, as-printed bar",X-EVOLV3D-OBC-TDS,p. 1: Tensile yield strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M086,OBC,G086-01,V001687,tensileStrengthXY,veto at >= 14 MPa (Tensile break strength 14),"a lower bound must describe a printed, dry, as-printed bar",X-EVOLV3D-OBC-TDS,p. 1: Tensile break strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M086,OBC,G086-01,V001686,elongationXY,veto at >= 10 % (Elongation at yield 10),"a lower bound must describe a printed, dry, as-printed bar",X-EVOLV3D-OBC-TDS,p. 1: Elongation at yield,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M086,OBC,G086-01,V001688,elongationXY,veto at >= 700 % (Elongation at break 700),"a lower bound must describe a printed, dry, as-printed bar",X-EVOLV3D-OBC-TDS,p. 1: Elongation at break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M088,PCTG,G088-02,V001534,tensileStrengthXY,veto at >= 44 MPa (Tensile yield strength 44),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pctg,p. 1: Tensile Strength at Yield,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M088,PCTG,G088-02,V001535,tensileStrengthXY,veto at >= 46 MPa (Tensile break strength 46),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pctg,p. 1: Tensile Strength at Break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M089,CPE,G089-01,V001948,tensileStrengthXY,veto at >= 47 MPa (Tensile yield strength 47),"a lower bound must describe a printed, dry, as-printed bar",R-FILLAMENTUM-CPE-HG100-TDS,Mechanical properties: Tensile strength (at yield),specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M089,CPE,G089-01,V001949,tensileStrengthXY,veto at >= 48 MPa (Tensile break strength 48),"a lower bound must describe a printed, dry, as-printed bar",R-FILLAMENTUM-CPE-HG100-TDS,Mechanical properties: Tensile strength (at break),specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M089,CPE,G089-01,V001950,elongationXY,veto at >= 150 % (Elongation at break 150),"a lower bound must describe a printed, dry, as-printed bar",R-FILLAMENTUM-CPE-HG100-TDS,Mechanical properties: Elongation at break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M090,CPE-CF,G090-02,V001544,tensileStrengthXY,veto at >= 70 MPa (Tensile yield strength 70),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pctg-cf10,p. 1: Tensile Strength at Yield,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M090,CPE-CF,G090-02,V001545,tensileStrengthXY,veto at >= 65 MPa (Tensile break strength 65),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pctg-cf10,p. 1: Tensile Strength at Break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M090,CPE-CF,G090-01,V001677,tensileStrengthXY,veto at >= 52.4 MPa (Tensile yield strength 52.4),"a lower bound must describe a printed, dry, as-printed bar",S-CPECF,p. 1: Tensile yield strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M090,CPE-CF,G090-01,V001678,tensileStrengthXY,veto at >= 37.7 MPa (Tensile break strength 37.7),"a lower bound must describe a printed, dry, as-printed bar",S-CPECF,p. 1: Tensile break strength,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M090,CPE-CF,G090-02,V001543,elongationXY,veto at >= 5 % (Elongation at break 5),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pctg-cf10,p. 1: Elongation at Break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M090,CPE-CF,G090-01,V001679,elongationXY,veto at >= 8 % (Elongation at break 8),"a lower bound must describe a printed, dry, as-printed bar",S-CPECF,p. 1: Elongation at break,specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M090,CPE-CF,G090-02,V002091,hdt045,veto at >= 68 °C (HDT 68),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pctg-cf10,p. 1: Heat Distortion Temperature @ 1.820 MPa,specimen not stated (a moulded semicrystalline bar deflects far later)
C8-implied-bound-not-a-bound,screening,medium,M094,PC-ABS,G094-03,V001580,tensileStrengthXY,veto at >= 60 MPa (Tensile yield strength 60),"a lower bound must describe a printed, dry, as-printed bar",S-SPECTRUM-en-tds-spectrum-pc-abs-fr-v0,p. 1: Tensile Stress (Yield),specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M101,PESU / PES,G101-01,V001652,tensileStrengthXY,veto at >= 86 MPa (Tensile yield strength 86),"a lower bound must describe a printed, dry, as-printed bar",S-PES-THERMAX-PES-TDS-v1-0,"p. 1: Tensile Strength, Yield",specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,medium,M101,PESU / PES,G101-01,V001654,elongationXY,veto at >= 6.9 % (Elongation at yield 6.9),"a lower bound must describe a printed, dry, as-printed bar",S-PES-THERMAX-PES-TDS-v1-0,"p. 1: Tensile Elongation, Yield",specimen not stated (a moulded bar is stronger and more ductile than a printed one)
C8-implied-bound-not-a-bound,screening,low,M001,PLA,G001-02,V000019,tensileStrengthXY,veto at >= 46.5 MPa (Tensile strength (endpoint unspecified) 46),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolySonic-PLA-EN-V5-3-TDS,p. 3: Tensile strength (X-Y),uses the top of the ± interval (46.5) rather than the value 46
C8-implied-bound-not-a-bound,screening,low,M001,PLA,G001-02,V000020,tensileStrengthXY,veto at >= 38 MPa (Tensile strength (endpoint unspecified) 37.3),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolySonic-PLA-EN-V5-3-TDS,p. 3: Tensile strength (Z),uses the top of the ± interval (38) rather than the value 37.3
C8-implied-bound-not-a-bound,screening,low,M001,PLA,G001-02,V000031,tensileStrengthXY,veto at >= 44.3 MPa (Tensile strength (endpoint unspecified) 43.9),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolySonic-PLA-EN-V5-3-TDS,p. 3: Tensile strength (X-Y),uses the top of the ± interval (44.3) rather than the value 43.9
C8-implied-bound-not-a-bound,screening,low,M001,PLA,G001-02,V000032,tensileStrengthXY,veto at >= 32.8 MPa (Tensile strength (endpoint unspecified) 32.4),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolySonic-PLA-EN-V5-3-TDS,p. 3: Tensile strength (Z),uses the top of the ± interval (32.8) rather than the value 32.4
C8-implied-bound-not-a-bound,screening,low,M020,PETG,G020-02,V000400,tensileStrengthXY,veto at >= 51.699999999999996 MPa (Tensile strength (endpoint unspecified) 50.8),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolyLite-PETG-TDS-V5-3,p. 4: Tensile strength (X-Y),uses the top of the ± interval (51.699999999999996) rather than the value 50.8
C8-implied-bound-not-a-bound,screening,low,M020,PETG,G020-02,V000401,tensileStrengthXY,veto at >= 45.599999999999994 MPa (Tensile strength (endpoint unspecified) 42.8),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolyLite-PETG-TDS-V5-3,p. 4: Tensile strength (Z),uses the top of the ± interval (45.599999999999994) rather than the value 42.8
C8-implied-bound-not-a-bound,screening,low,M026,PETG-ESD,G026-02,V000528,tensileStrengthXY,veto at >= 36.800000000000004 MPa (Tensile strength (endpoint unspecified) 36.1),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolyMax-PETG-ESD-TDS-V5-3,p. 3: Tensile strength (X-Y),uses the top of the ± interval (36.800000000000004) rather than the value 36.1
C8-implied-bound-not-a-bound,screening,low,M026,PETG-ESD,G026-02,V000529,tensileStrengthXY,veto at >= 21.3 MPa (Tensile strength (endpoint unspecified) 20.7),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolyMax-PETG-ESD-TDS-V5-3,p. 3: Tensile strength (Z),uses the top of the ± interval (21.3) rather than the value 20.7
C8-implied-bound-not-a-bound,screening,low,M039,TPU,G039-03,V000836,tensileStrengthXY,veto at >= 30.66 MPa (Tensile strength (endpoint unspecified) 30),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolyFlex-TPU90-TDS-V5-1,p. 3: Tensile strength (X-Y),uses the top of the ± interval (30.66) rather than the value 30
C8-implied-bound-not-a-bound,screening,low,M052,PA12,G052-R1,V002006,tensileStrengthXY,veto at >= 49.779999999999994 MPa (Tensile yield strength 49.3),"a lower bound must describe a printed, dry, as-printed bar",R-STRATASYS-FDM-NYLON12-MDS,"Table 4: Yield Strength, XZ orientation",uses the top of the ± interval (49.779999999999994) rather than the value 49.3
C8-implied-bound-not-a-bound,screening,low,M052,PA12,G052-R1,V002007,tensileStrengthXY,veto at >= 42.47 MPa (Tensile yield strength 41.8),"a lower bound must describe a printed, dry, as-printed bar",R-STRATASYS-FDM-NYLON12-MDS,"Table 4: Yield Strength, ZX orientation",uses the top of the ± interval (42.47) rather than the value 41.8
C8-implied-bound-not-a-bound,screening,low,M052,PA12,G052-R1,V002010,tensileStrengthXY,veto at >= 35.1 MPa (Tensile break strength 33.4),"a lower bound must describe a printed, dry, as-printed bar",R-STRATASYS-FDM-NYLON12-MDS,"Table 4: Strength @ Break, XZ orientation",uses the top of the ± interval (35.1) rather than the value 33.4
C8-implied-bound-not-a-bound,screening,low,M052,PA12,G052-R1,V002011,tensileStrengthXY,veto at >= 41.92 MPa (Tensile break strength 41.2),"a lower bound must describe a printed, dry, as-printed bar",R-STRATASYS-FDM-NYLON12-MDS,"Table 4: Strength @ Break, ZX orientation",uses the top of the ± interval (41.92) rather than the value 41.2
C8-implied-bound-not-a-bound,screening,low,M052,PA12,G052-R1,V002008,elongationXY,veto at >= 6.167999999999999 % (Elongation at yield 6.1),"a lower bound must describe a printed, dry, as-printed bar",R-STRATASYS-FDM-NYLON12-MDS,"Table 4: Elongation @ Yield, XZ orientation",uses the top of the ± interval (6.167999999999999) rather than the value 6.1
C8-implied-bound-not-a-bound,screening,low,M052,PA12,G052-R1,V002009,elongationXY,veto at >= 5.96 % (Elongation at yield 5.8),"a lower bound must describe a printed, dry, as-printed bar",R-STRATASYS-FDM-NYLON12-MDS,"Table 4: Elongation @ Yield, ZX orientation",uses the top of the ± interval (5.96) rather than the value 5.8
C8-implied-bound-not-a-bound,screening,low,M052,PA12,G052-R1,V002012,elongationXY,veto at >= 53 % (Elongation at break 30),"a lower bound must describe a printed, dry, as-printed bar",R-STRATASYS-FDM-NYLON12-MDS,"Table 4: Elongation @ Break, XZ orientation",uses the top of the ± interval (53) rather than the value 30
C8-implied-bound-not-a-bound,screening,low,M052,PA12,G052-R1,V002013,elongationXY,veto at >= 6.89 % (Elongation at break 6.5),"a lower bound must describe a printed, dry, as-printed bar",R-STRATASYS-FDM-NYLON12-MDS,"Table 4: Elongation @ Break, ZX orientation",uses the top of the ± interval (6.89) rather than the value 6.5
C8-implied-bound-not-a-bound,screening,low,M053,PA12-CF,G053-02,V000982,tensileStrengthXY,veto at >= 73.3 MPa (Tensile strength (endpoint unspecified) 71.6),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolyMide-PA12-CF-TDS-V5-1-1,p. 4: Tensile strength (X-Y),uses the top of the ± interval (73.3) rather than the value 71.6
C8-implied-bound-not-a-bound,screening,low,M053,PA12-CF,G053-02,V000983,tensileStrengthXY,veto at >= 46.599999999999994 MPa (Tensile strength (endpoint unspecified) 43.3),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolyMide-PA12-CF-TDS-V5-1-1,p. 4: Tensile strength (Z),uses the top of the ± interval (46.599999999999994) rather than the value 43.3
C8-implied-bound-not-a-bound,screening,low,M053,PA12-CF,G053-02,V000994,tensileStrengthXY,veto at >= 74 MPa (Tensile strength (endpoint unspecified) 73.4),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolyMide-PA12-CF-TDS-V5-1-1,p. 4: Tensile strength (X-Y),uses the top of the ± interval (74) rather than the value 73.4
C8-implied-bound-not-a-bound,screening,low,M053,PA12-CF,G053-02,V000995,tensileStrengthXY,veto at >= 43.5 MPa (Tensile strength (endpoint unspecified) 42),"a lower bound must describe a printed, dry, as-printed bar",S-POLYCN-PolyMide-PA12-CF-TDS-V5-1-1,p. 4: Tensile strength (Z),uses the top of the ± interval (43.5) rather than the value 42
C8-implied-bound-not-a-bound,screening,low,M093,PVB,G093-01,V001700,tensileStrengthXY,veto at >= 58 MPa (Tensile yield strength 57),"a lower bound must describe a printed, dry, as-printed bar",S-PVB-PVB-Prusament-TDS-2021-10-EN,p. 2: Tensile yield strength,uses the top of the ± interval (58) rather than the value 57
C8-implied-bound-not-a-bound,screening,low,M093,PVB,G093-01,V001703,tensileStrengthXY,veto at >= 55 MPa (Tensile yield strength 50),"a lower bound must describe a printed, dry, as-printed bar",S-PVB-PVB-Prusament-TDS-2021-10-EN,p. 2: Tensile yield strength,uses the top of the ± interval (55) rather than the value 50
C8-implied-bound-not-a-bound,screening,low,M093,PVB,G093-01,V001704,tensileStrengthXY,veto at >= 54 MPa (Tensile yield strength 49),"a lower bound must describe a printed, dry, as-printed bar",S-PVB-PVB-Prusament-TDS-2021-10-EN,p. 2: Tensile yield strength,uses the top of the ± interval (54) rather than the value 49
C8-implied-bound-not-a-bound,screening,low,M093,PVB,G093-01,V001707,elongationXY,veto at >= 5.3 % (Elongation at yield 4.6),"a lower bound must describe a printed, dry, as-printed bar",S-PVB-PVB-Prusament-TDS-2021-10-EN,p. 2: Elongation at yield,uses the top of the ± interval (5.3) rather than the value 4.6
C8-implied-bound-not-a-bound,screening,low,M093,PVB,G093-01,V001708,elongationXY,veto at >= 5.1000000000000005 % (Elongation at yield 4.4),"a lower bound must describe a printed, dry, as-printed bar",S-PVB-PVB-Prusament-TDS-2021-10-EN,p. 2: Elongation at yield,uses the top of the ± interval (5.1000000000000005) rather than the value 4.4
